A,B,result,RefD
Scripting_language,Programming_language,1,0.273883752
Random_variable,System_programming,0,-0.013251682
Software_testing,Control_flow,1,0.004693735
Server_(computing),Shortest_path_problem,0,-0.004093186
Fourier_analysis,Application_programming_interface,0,0
Design_of_experiments,Scientific_visualization,0,-0.003502352
Denotational_semantics,Large_deviations_theory,0,0
Design_of_experiments,Signal_processing,0,-0.014945826
Computer_network,Graph_(mathematics),1,0.048778134
Computer_graphics,Personal_computer,1,0.021342431
Boundary_value_problem,Quantum_cryptography,0,-0.001414865
Lisp_(programming_language),Database,0,0.037742662
Arithmetic_logic_unit,Scope_(computer_science),0,-0.008006604
Data_type,Scheduling_(computing),0,-0.002586313
Network_security,Expected_value,0,0.005731788
Computing,Document_classification,0,-0.006630204
Artificial_intelligence,Algorithm,1,0.01156779
Cryptography,Mathematical_proof,1,-0.024588988
Robot,Markov_process,0,0
Information_theory,Quantum_computer,0,-0.096380173
Database_management_system,Computer,1,-0.020390451
Assembly_language,Application_software,0,-0.019462554
3D_computer_graphics,Algorithm,1,0.068425134
Inference,Congestion_control,0,-0.004482701
Central_processing_unit,Support_vector_machine,0,-0.007735534
Mathematical_model,Linear_programming,0,0.008085987
Central_processing_unit,Unix,0,-0.081451868
Web_service,Packet_switching,0,-0.00859796
Lexical_analysis,Regular_expression,1,0.044662437
Design_of_experiments,Kernel_(computing),0,0
Imperative_programming,Instruction_set,0,0.025597581
Knowledge_representation_and_reasoning,Data_structure,1,0.023916868
Data_mining,Programming_language,1,-0.009538734
Very_long_instruction_word,Assembly_language,0,0.076379381
Partial_differential_equation,Differential_equation,1,0.027113113
Sentiment_analysis,Natural_language_processing,1,-0.051944596
Sufficient_statistic,Theoretical_computer_science,0,-0.012390911
Concurrency_control,Computer,1,0.178200402
Scripting_language,Graphics_processing_unit,0,0.049281179
Procedural_programming,Least_squares,0,0
CPU_cache,Programming_language,0,0.023450348
Operating_system,Random_graph,0,-0.002726828
Machine_learning,Computer_science,1,-0.120130835
Semantics,Dynamic_programming,0,-0.010959863
Imperative_programming,Computer_science,1,0.221594853
Database_management_system,Big_data,0,-0.051876216
Formal_verification,Information_assurance,0,0
Firewall_(computing),Information_security,1,0.218086679
Halting_problem,Inference,0,0.481626448
Scope_(computer_science),Computer_programming,1,0.170110933
Natural_language,Sufficient_statistic,0,0
Prediction,Recurrence_relation,0,0.003783752
Algorithm,Polynomial,1,-0.111518604
Formal_language,Discrete_mathematics,1,-0.111068436
Speech_recognition,Robot,0,-0.004501186
Web_browser,Reinforcement_learning,0,-0.01171372
Bioinformatics,Bayesian_probability,0,-0.067934274
Processor_register,MapReduce,0,0.000405573
Modular_programming,Statistical_hypothesis_testing,0,0.002333667
Correlation_and_dependence,Bayesian_probability,0,0.557456203
Abstraction_(computer_science),Computer_programming,1,0.069085074
Denotational_semantics,Programming_language,1,0.100581104
Halting_problem,Concurrency_control,0,0
Geometry,Data_warehouse,0,0
Turing_machine,Finite-state_machine,1,-0.143625843
Data_warehouse,Variable_(computer_science),0,-0.001813886
System_programming,Operating_system,1,0.394678193
Statistical_hypothesis_testing,Motion_capture,0,-0.001954069
Database_management_system,Database,1,0
Linear_system,Monad_(functional_programming),0,0
String_(computer_science),NP_(complexity),0,-0.046227525
Flow_network,Ray_tracing_(graphics),0,0
Control_flow,SQL,0,0.286534805
Lexical_analysis,Programming_language,1,0.108959805
Linear_system,Memory_management,0,0
Decision_theory,Algorithm,1,0.021750582
Digital_electronics,Packet_switching,0,0.008912355
Parallel_algorithm,Relational_database,0,0.012256357
Parsing,String_(computer_science),1,0.125816906
Sentiment_analysis,Document_classification,1,-0.293793673
Variable_(computer_science),Scheduling_(computing),0,-0.000262781
Monte_Carlo_method,Instruction_set,0,-0.001949428
Pipeline_(computing),Fixed_point_(mathematics),0,0
Computer_programming,Algorithm,1,0.24015531
Wavelet,Signal_processing,1,-0.01219552
Algorithm,Computing,1,-0.287005769
Assembly_language,Debugging,0,-0.048319707
Compiler_optimization,Symmetric_multiprocessing,0,0.022649089
Context-free_grammar,Support_vector_machine,0,0.001594508
Combinatorics,Finite_set,1,0.053111856
Undecidable_problem,Context-free_language,0,-0.090979275
Stochastic_process,Randomization,1,-0.030160541
NP-complete,Algorithm,1,0.218899814
System_programming,Computer,1,0.09592073
Least_squares,Exponential_family,0,0.418083656
Randomized_algorithm,Random_variable,1,0.03023675
Computability,Machine_translation,0,-0.00367428
Automata_theory,Data_mining,0,0.059549149
Machine_learning,Graph_theory,1,-0.138412323
Automatic_programming,Game_theory,0,0
Calculus,Algebra,1,-0.14857732
Lexical_analysis,Stack_(data_structure),0,-0.006826484
Computational_geometry,Computer,1,0.06936072
Semantics,Packet_switching,0,0.001721435
Pattern_recognition,Computer_science,1,0.057375721
Autonomous_robot,Robotics,1,0.289221093
Gradient_descent,Asymptotic_analysis,0,-0.007459966
Model_checking,Computer_science,1,0.265081271
Modular_programming,Markov_process,0,0
Random_graph,Context-free_grammar,0,0.00269097
Data_warehouse,Instruction_set,0,0.003396165
Continuous_function,File_system,0,0
Expected_value,Performance_tuning,0,-0.029978588
Distributed_computing,Computer_programming,1,0.070708541
Vector_processor,Interface_(computing),0,0.012850661
User_interface_design,Computer,1,0.031358799
Polynomial,Halting_problem,0,-0.003250695
Computer_vision,Mathematical_optimization,1,-0.012211734
Matrix_(mathematics),Sufficient_statistic,0,-0.026830702
Big_data,Internet,0,0.032049027
Gradient_descent,Algorithm,1,0.12465849
Data_(computing),Web_search_engine,0,-0.029271344
Control_flow,Statistics,0,0.012950706
Python_(programming_language),Variable_(computer_science),1,-0.273140921
Continuous_function,Kernel_(computing),0,0
Inter-process_communication,Data,1,0.136776172
Model_of_computation,Computation,1,-0.071231344
Dynamic_memory_allocation,Peer-to-peer,0,0.004635142
NP_(complexity),Fourier_analysis,0,0.001241851
Interface_(computing),Foundations_of_mathematics,0,0
Virtual_reality,Formal_verification,0,-0.029104373
Memory_management,Operating_system,1,0.277915533
Programming_language,Data_structure,1,-0.096784614
Data_mining,Computer_science,1,-0.044026539
Statistics,Data,1,-0.398013044
Probability_theory,Scientific_modelling,0,-0.01600823
Programming_paradigm,Computational_science,1,-0.042975832
Lazy_evaluation,Matrix_(mathematics),0,0.019104289
Programming_language,Computability,1,-0.308763537
Control_flow,Scalability,0,-0.02473166
Computer_graphics,Image,1,-0.033124726
Queue_(data_structure),Sentiment_analysis,0,0
Automatic_programming,Computer_programming,1,0.131639925
Concurrency_(computer_science),Computer_science,1,0.076700304
Parallel_algorithm,Algorithm,1,0.127228705
Microcode,Differential_equation,0,0.00639736
Document_classification,Computer_science,1,0.069811875
Database_normalization,Database,1,0.327306847
Software_design,Computational_science,0,-0.061935367
String_searching_algorithm,Algorithm,1,0.185197899
Mathematical_induction,Mathematical_proof,1,0.020792182
Multi-core_processor,Thread_(computer_science),1,0.297593301
Artificial_intelligence,Application_programming_interface,0,-0.058871964
Machine_learning,Scripting_language,0,-0.09425466
Randomization,Interface_(computing),0,0
Parallel_computing,Lock_(computer_science),1,-0.029618677
Iterative_method,Big_data,0,0
Ordinary_differential_equation,Numerical_analysis,1,0.050254403
Image_processing,Flow_network,0,0
Hash_table,Computer_security,0,0.009185654
Lexical_analysis,Computer_science,1,0.112369653
Very_long_instruction_word,Computer_architecture,1,0.4172892
Asymptotic_analysis,User_interface_design,0,0
Mathematical_optimization,Random_variable,1,0.018687182
Motion_capture,Computer_graphics,1,0.024170774
Cryptography,Run_time_(program_lifecycle_phase),0,-0.073122119
Interface_(computing),Concurrency_(computer_science),0,0.022807176
Ray_tracing_(graphics),Message_passing,0,0
Program_analysis,Computer_science,1,0.392641374
Markov_chain,Traffic_analysis,0,-0.00602736
Index_(database),Database,1,0.42612453
Compiler,Computer_science,1,0.180102571
Operating_system,Computer_programming,1,-0.1903773
System_programming,MATLAB,0,0.094075955
Theoretical_computer_science,Discrete_mathematics,1,0.140874934
Recursion_(computer_science),Programming_language,1,0.122637411
Garbage_collection_(computer_science),Game_theory,0,0.001755485
Internet,Random_graph,0,-0.020917402
Prolog,Web_server,0,0.008518482
Concurrency_control,Algorithm_design,1,0.087411412
Message_Passing_Interface,Synchronization,1,0.003648516
Hash_table,"Best,_worst_and_average_case",1,-0.166713524
Probability_theory,Mathematics,1,0.340799024
Object-oriented_programming,Structured_programming,1,-0.21200921
Computer,Digital_electronics,1,0.043791393
Interpolation,3D_modeling,0,-0.008789265
List_of_undecidable_problems,Computational_problem,1,-0.044917142
Software_development,JavaScript,0,0.003135698
Vector_processor,Parallel_computing,1,0.185270186
JavaScript,Programming_language,1,-0.048814607
Exponential_family,Markov_chain,0,0.004293804
Traffic_analysis,Array_data_structure,0,-0.002345659
Decision_theory,Kernel_(computing),0,-0.00534154
Visualization_(computer_graphics),Computer_graphics,1,0.332856314
Robot,Artificial_intelligence,1,0.074673733
Denotational_semantics,Computational_chemistry,0,0.005790001
Mathematics,Flow_network,0,-0.100364642
Question_answering,Introduction_to_Algorithms,0,0
Java_(programming_language),Compiler,1,-0.026001685
Part-of-speech_tagging,Statistics,0,0.044585797
Mobile_device,Computer,1,0.093861162
Lexical_analysis,Regular_language,1,0.024983654
Programming_paradigm,Neural_network,0,0.041301649
Recursively_enumerable_set,Knowledge_representation_and_reasoning,0,-0.013284217
Garbage_collection_(computer_science),Generic_programming,0,-0.034396745
Very_long_instruction_word,Computational_problem,0,0.004536311
Neural_network,Artificial_intelligence,1,0.118784244
Regular_expression,Operating_system,0,0.167882211
Random_graph,Combinatorics,1,0.043850983
Poisson_distribution,Motion_capture,0,0
Sentiment_analysis,Machine_learning,1,0.133851249
Object_(computer_science),Computer_science,1,0.388252748
Game_theory,Decision_theory,0,-0.248205987
